Order,ENV,block,sb,GRID,GENO,Type,TypeO,TypeS,Family,GE,D80,D100,Surv,L10,Bud,totaldays,D320,CD320
2783,HEAD,11,C,G23,Parental,HEAD,AHEAD,H0,H0-71,1,1,1,1,1,0,277,1,0
2784,HEAD,11,C,H22,Parental,HEAD,AHEAD,H1,H1-A27R,0,0,0,0,0,0,0,NA,1
2785,HEAD,11,C,I24,Parental,HEAD,AHEAD,H2,H2-A06,1,1,1,0,0,0,149,0,1
2786,HEAD,11,C,I26,Parental,HEAD,AHEAD,H2,H2-A24,1,1,1,1,0,0,218,0,1
2787,HEAD,11,C,K03,Parental,HEAD,AHEAD,H2,H2-A03,1,1,1,1,1,0,285,1,0
2788,HEAD,11,C,L09,Parental,HEAD,AHEAD,H2,H2-A01,1,1,1,1,1,0,263,0,1
2789,HEAD,11,C,L26,Parental,HEAD,AHEAD,H0,H0-69,1,1,1,0,0,0,139,0,1
2790,HEAD,11,C,L29,Parental,HEAD,AHEAD,H2,H2-A18,1,1,1,1,1,0,268,1,0
2791,HEAD,11,C,N10,Parental,HEAD,AHEAD,H0,H0-72,1,0,0,0,0,0,44,0,1
2792,HEAD,11,C,N17,Parental,HEAD,AHEAD,H2,H2-A02,1,1,1,1,1,0,287,1,0
2793,HEAD,11,C,N18,Parental,HEAD,AHEAD,H0,H0-51,1,1,0,0,0,0,61,0,1
2794,HEAD,11,C,N36,Parental,HEAD,AHEAD,H0,H0-82,1,1,1,0,0,0,147,0,1
2795,HEAD,11,C,N38,Parental,HEAD,AHEAD,H1,H1-A19R,1,1,1,1,1,0,289,1,0
2796,HEAD,11,C,O10,Parental,HEAD,AHEAD,H1,H1-A02R,1,1,1,1,1,0,289,1,0
2797,HEAD,11,C,O20,Parental,HEAD,AHEAD,H1,H1-A17R,1,1,1,1,1,0,289,1,0
2798,HEAD,11,C,O27,Parental,HEAD,AHEAD,H2,H2-A15,1,1,1,1,1,0,227,0,1
2799,HEAD,11,C,O31,Parental,HEAD,AHEAD,H0,H0-68,1,1,1,0,0,0,137,0,1
2800,HEAD,12,A,A13,Parental,HEAD,AHEAD,H2,H2-A10,1,1,1,1,1,0,225,0,1
2801,HEAD,12,A,A30,Parental,HEAD,AHEAD,H2,H2-A17,1,1,1,1,0,0,167,0,1
2802,HEAD,12,A,B12,Parental,HEAD,AHEAD,H2,H2-A11,1,1,1,1,1,0,229,0,1
2803,HEAD,12,A,B37,Parental,HEAD,AHEAD,H1,H1-A21R,1,1,1,1,1,0,229,0,1
2804,HEAD,12,A,C01,Parental,HEAD,AHEAD,H0,H0-59,1,1,1,1,1,1,227,0,1
2805,HEAD,12,A,C31,Parental,HEAD,AHEAD,H2,H2-A14,1,1,1,0,0,0,147,0,1
2806,HEAD,12,A,E09,Parental,HEAD,AHEAD,H0,H0-50,1,1,1,0,0,0,149,0,1
2807,HEAD,12,A,H08,Parental,HEAD,AHEAD,H0,H0-52,1,1,1,0,0,0,145,0,1
2808,HEAD,12,A,I32,Parental,HEAD,AHEAD,H0,H0-61,0,0,0,0,0,0,0,NA,1
2809,HEAD,12,A,I35,Parental,HEAD,AHEAD,H1,H1-A23R,1,1,1,1,1,1,227,0,1
2810,HEAD,12,A,I38,Parental,HEAD,AHEAD,H0,H0-67,0,0,0,0,0,0,0,NA,1
2811,HEAD,12,A,J15,Parental,HEAD,AHEAD,H1,H1-A29R,1,1,1,1,1,1,261,0,1
2812,HEAD,12,A,J17,Parental,HEAD,AHEAD,H2,H2-A28,1,1,1,0,0,0,128,0,1
2813,HEAD,12,A,K11,Parental,HEAD,AHEAD,H0,H0-78,1,1,1,1,1,0,225,0,1
2814,HEAD,12,A,L05,Parental,HEAD,AHEAD,H0,H0-56,0,0,0,0,0,0,0,NA,1
2815,HEAD,12,A,M05,Parental,HEAD,AHEAD,H1,H1-A16R,1,1,1,1,1,0,227,0,1
2816,HEAD,12,A,M23,Parental,HEAD,AHEAD,H0,H0-190,1,0,0,0,0,0,1,0,1
2817,HEAD,12,A,M26,Parental,HEAD,AHEAD,H0,H0-76,1,0,0,0,0,0,44,0,1
2818,HEAD,12,A,N13,Parental,HEAD,AHEAD,H2,H2-A21,1,1,1,0,1,0,149,0,1
2819,HEAD,12,A,N14,Parental,HEAD,AHEAD,H2,H2-A05,1,1,1,1,1,1,229,0,1
2820,HEAD,12,A,N32,Parental,HEAD,AHEAD,H0,H0-54,1,0,0,0,0,0,46,0,1
2821,HEAD,12,A,N35,Parental,HEAD,AHEAD,H2,H2-A20,0,0,0,0,0,0,0,NA,1
2822,HEAD,12,B,B18,Parental,HEAD,AHEAD,H1,H1-A03R,0,0,0,0,0,0,0,NA,1
2823,HEAD,12,B,B33,Parental,HEAD,AHEAD,H1,H1-A30R,1,0,0,0,0,0,48,0,1
2824,HEAD,12,B,C06,Parental,HEAD,AHEAD,H2,H2-A22,1,0,0,0,0,0,1,0,1
2825,HEAD,12,B,D09,Parental,HEAD,AHEAD,H2,H2-A12,1,1,1,0,0,0,145,0,1
2826,HEAD,12,B,D23,Parental,HEAD,AHEAD,H2,H2-A19,1,1,1,0,0,0,29,0,1
2827,HEAD,12,B,E27,Parental,HEAD,AHEAD,H1,H1-A05R,1,1,1,1,1,0,227,0,1
2828,HEAD,12,B,F08,Parental,HEAD,AHEAD,H1,H1-A14R,1,1,1,1,1,1,229,0,1
2829,HEAD,12,B,G22,Parental,HEAD,AHEAD,H0,H0-62,0,0,0,0,0,0,0,NA,1
2830,HEAD,12,B,H05,Parental,HEAD,AHEAD,H0,H0-57,1,1,1,1,1,0,184,0,1
2831,HEAD,12,B,H28,Parental,HEAD,AHEAD,H1,H1-A12R,1,1,1,1,1,0,227,0,1
2832,HEAD,12,B,H32,Parental,HEAD,AHEAD,H0,H0-55,1,1,1,0,0,0,147,0,1
2833,HEAD,12,B,I07,Parental,HEAD,AHEAD,H1,H1-A01R,1,1,1,1,1,0,229,0,1
2834,HEAD,12,B,I09,Parental,HEAD,AHEAD,H2,H2-A25,1,1,1,0,0,0,104,0,1
2835,HEAD,12,B,I12,Parental,HEAD,AHEAD,H2,H2-A08,1,1,1,0,0,0,56,0,1
2836,HEAD,12,B,I16,Parental,HEAD,AHEAD,H1,H1-A25R,1,1,1,1,1,0,229,0,1
2837,HEAD,12,B,I17,Parental,HEAD,AHEAD,H0,H0-63,1,1,1,1,0,0,227,0,1
2838,HEAD,12,B,I36,Parental,HEAD,AHEAD,H1,H1-A18R,1,0,0,0,0,0,22,0,1
2839,HEAD,12,B,K09,Parental,HEAD,AHEAD,H1,H1-A32R,1,1,1,1,1,1,229,0,1
2840,HEAD,12,B,K12,Parental,HEAD,AHEAD,H1,H1-A07R,1,1,1,1,1,0,229,0,1
2841,HEAD,12,B,K29,Parental,HEAD,AHEAD,H1,H1-A13R,1,1,1,1,1,1,227,0,1
2842,HEAD,12,B,K40,Parental,HEAD,AHEAD,H1,H1-A09R,1,1,1,1,1,1,225,0,1
2843,HEAD,12,B,L15,Parental,HEAD,AHEAD,H1,H1-A04R,1,1,1,1,1,1,231,0,1
2844,HEAD,12,B,M15,Parental,HEAD,AHEAD,H1,H1-A06R,1,1,1,1,1,1,231,0,1
2845,HEAD,12,B,M22,Parental,HEAD,AHEAD,H2,H2-A13,1,0,0,0,0,0,10,0,1
2846,HEAD,12,B,M39,Parental,HEAD,AHEAD,H1,H1-A10R,1,0,0,0,0,0,22,0,1
2847,HEAD,12,B,N36,Parental,HEAD,AHEAD,H2,H2-A04,1,0,0,0,0,0,22,0,1
2848,HEAD,12,B,O27,Parental,HEAD,AHEAD,H1,H1-A31R,1,1,1,1,1,1,231,0,1
2849,HEAD,12,C,A16,Parental,HEAD,AHEAD,H1,H1-A22R,1,1,1,1,1,1,188,0,1
2850,HEAD,12,C,A33,Parental,HEAD,AHEAD,H1,H1-A28R,1,1,1,0,1,0,151,0,1
2851,HEAD,12,C,B06,Parental,HEAD,AHEAD,H2,H2-A27,1,1,1,0,1,1,149,0,1
2852,HEAD,12,C,C03,Parental,HEAD,AHEAD,H0,H0-58,1,1,1,0,0,0,99,0,1
2853,HEAD,12,C,C19,Parental,HEAD,AHEAD,H0,H0-22,1,1,1,0,1,0,103,0,1
2854,HEAD,12,C,C37,Parental,HEAD,AHEAD,H0,H0-49,1,1,0,0,0,0,61,0,1
2855,HEAD,12,C,D14,Parental,HEAD,AHEAD,H2,H2-A16,1,1,1,0,1,0,101,0,1
2856,HEAD,12,C,D27,Parental,HEAD,AHEAD,H1,H1-A24R,1,1,1,0,1,1,149,0,1
2857,HEAD,12,C,D34,Parental,HEAD,AHEAD,H1,H1-A15R,0,0,0,0,0,0,0,NA,1
2858,HEAD,12,C,E17,Parental,HEAD,AHEAD,H1,H1-A20R,1,1,1,1,1,0,229,0,1
2859,HEAD,12,C,F01,Parental,HEAD,AHEAD,H2,H2-A07,1,1,0,0,0,0,73,0,1
2860,HEAD,12,C,F08,Parental,HEAD,AHEAD,H1,H1-A11R,1,1,1,1,1,0,229,0,1
2861,HEAD,12,C,F14,Parental,HEAD,AHEAD,H0,H0-73,0,0,0,0,0,0,0,NA,1
2862,HEAD,12,C,F16,Parental,HEAD,AHEAD,H0,H0-88,0,0,0,0,0,0,0,NA,1
2863,HEAD,12,C,G23,Parental,HEAD,AHEAD,H0,H0-71,1,1,1,0,1,0,101,0,1
2864,HEAD,12,C,H22,Parental,HEAD,AHEAD,H1,H1-A27R,1,1,1,0,1,0,101,0,1
2865,HEAD,12,C,I24,Parental,HEAD,AHEAD,H2,H2-A06,1,1,1,1,1,1,190,0,1
2866,HEAD,12,C,I26,Parental,HEAD,AHEAD,H2,H2-A24,1,1,1,0,1,0,99,0,1
2867,HEAD,12,C,K03,Parental,HEAD,AHEAD,H2,H2-A03,1,1,1,1,1,0,223,0,1
2868,HEAD,12,C,L09,Parental,HEAD,AHEAD,H2,H2-A01,1,1,1,0,1,0,101,0,1
2869,HEAD,12,C,L26,Parental,HEAD,AHEAD,H0,H0-69,1,1,1,0,0,0,101,0,1
2870,HEAD,12,C,L29,Parental,HEAD,AHEAD,H2,H2-A18,1,1,0,0,0,0,73,0,1
2871,HEAD,12,C,N10,Parental,HEAD,AHEAD,H0,H0-72,1,1,1,0,0,0,99,0,1
2872,HEAD,12,C,N17,Parental,HEAD,AHEAD,H2,H2-A02,1,1,1,0,0,0,95,0,1
2873,HEAD,12,C,N18,Parental,HEAD,AHEAD,H0,H0-51,1,1,1,0,0,0,101,0,1
2874,HEAD,12,C,N36,Parental,HEAD,AHEAD,H0,H0-82,1,0,0,0,0,0,46,0,1
2875,HEAD,12,C,N38,Parental,HEAD,AHEAD,H1,H1-A19R,1,1,1,1,1,1,227,0,1
2876,HEAD,12,C,O10,Parental,HEAD,AHEAD,H1,H1-A02R,1,1,1,1,1,1,190,0,1
2877,HEAD,12,C,O20,Parental,HEAD,AHEAD,H1,H1-A17R,1,1,1,0,1,1,149,0,1
2878,HEAD,12,C,O27,Parental,HEAD,AHEAD,H2,H2-A15,1,1,1,1,1,1,229,0,1
2879,HEAD,12,C,O31,Parental,HEAD,AHEAD,H0,H0-68,1,1,1,1,0,0,184,0,1
